"date","device","event","events"
"20260608","desktop","add_payment_info","2"
"20260608","desktop","add_shipping_info","4"
"20260608","desktop","add_to_cart","5"
"20260608","desktop","begin_checkout","4"
"20260608","desktop","purchase","1"
"20260608","desktop","signup","2"
"20260608","desktop","view_item","928"
"20260608","mobile","add_payment_info","6"
"20260608","mobile","add_shipping_info","18"
"20260608","mobile","add_to_cart","398"
"20260608","mobile","begin_checkout","77"
"20260608","mobile","purchase","1"
"20260608","mobile","signup","48"
"20260608","mobile","view_item","15231"
"20260608","tablet","add_to_cart","1"
"20260608","tablet","view_item","37"
"20260609","desktop","add_to_cart","10"
"20260609","desktop","begin_checkout","1"
"20260609","desktop","signup","2"
"20260609","desktop","view_item","1006"
"20260609","mobile","add_payment_info","25"
"20260609","mobile","add_shipping_info","34"
"20260609","mobile","add_to_cart","443"
"20260609","mobile","begin_checkout","93"
"20260609","mobile","purchase","3"
"20260609","mobile","signup","54"
"20260609","mobile","view_item","14651"
"20260609","tablet","add_to_cart","1"
"20260609","tablet","view_item","65"
"20260610","desktop","add_payment_info","5"
"20260610","desktop","add_shipping_info","4"
"20260610","desktop","add_to_cart","19"
"20260610","desktop","begin_checkout","9"
"20260610","desktop","signup","5"
"20260610","desktop","view_item","1456"
"20260610","mobile","add_payment_info","23"
"20260610","mobile","add_shipping_info","18"
"20260610","mobile","add_to_cart","378"
"20260610","mobile","begin_checkout","50"
"20260610","mobile","purchase","2"
"20260610","mobile","signup","62"
"20260610","mobile","view_item","14872"
"20260610","smart tv","view_item","1"
"20260610","tablet","view_item","26"
"20260611","desktop","add_payment_info","1"
"20260611","desktop","add_shipping_info","1"
"20260611","desktop","add_to_cart","5"
"20260611","desktop","begin_checkout","1"
"20260611","desktop","signup","1"
"20260611","desktop","view_item","1335"
"20260611","mobile","add_payment_info","9"
"20260611","mobile","add_shipping_info","13"
"20260611","mobile","add_to_cart","327"
"20260611","mobile","begin_checkout","52"
"20260611","mobile","purchase","2"
"20260611","mobile","signup","59"
"20260611","mobile","view_item","15677"
"20260611","tablet","add_to_cart","1"
"20260611","tablet","view_item","28"
"20260612","desktop","add_payment_info","3"
"20260612","desktop","add_shipping_info","7"
"20260612","desktop","add_to_cart","14"
"20260612","desktop","begin_checkout","13"
"20260612","desktop","signup","3"
"20260612","desktop","view_item","1142"
"20260612","mobile","add_payment_info","4"
"20260612","mobile","add_shipping_info","13"
"20260612","mobile","add_to_cart","367"
"20260612","mobile","begin_checkout","53"
"20260612","mobile","signup","56"
"20260612","mobile","view_item","14882"
"20260612","tablet","add_to_cart","1"
"20260612","tablet","view_item","27"
"20260613","desktop","add_shipping_info","2"
"20260613","desktop","add_to_cart","9"
"20260613","desktop","begin_checkout","4"
"20260613","desktop","signup","2"
"20260613","desktop","view_item","1406"
"20260613","mobile","add_payment_info","7"
"20260613","mobile","add_shipping_info","12"
"20260613","mobile","add_to_cart","433"
"20260613","mobile","begin_checkout","61"
"20260613","mobile","purchase","2"
"20260613","mobile","signup","49"
"20260613","mobile","view_item","14986"
"20260613","tablet","signup","1"
"20260613","tablet","view_item","19"
"20260614","desktop","add_payment_info","5"
"20260614","desktop","add_shipping_info","13"
"20260614","desktop","add_to_cart","40"
"20260614","desktop","begin_checkout","45"
"20260614","desktop","signup","1"
"20260614","desktop","view_item","646"
"20260614","mobile","add_payment_info","14"
"20260614","mobile","add_shipping_info","10"
"20260614","mobile","add_to_cart","385"
"20260614","mobile","begin_checkout","42"
"20260614","mobile","signup","34"
"20260614","mobile","view_item","15697"
"20260614","tablet","view_item","57"
"20260615","desktop","add_shipping_info","3"
"20260615","desktop","add_to_cart","12"
"20260615","desktop","begin_checkout","10"
"20260615","desktop","signup","1"
"20260615","desktop","view_item","2100"
"20260615","mobile","add_payment_info","16"
"20260615","mobile","add_shipping_info","18"
"20260615","mobile","add_to_cart","467"
"20260615","mobile","begin_checkout","68"
"20260615","mobile","signup","39"
"20260615","mobile","view_item","14476"
"20260615","tablet","view_item","13"
"20260616","desktop","add_payment_info","7"
"20260616","desktop","add_shipping_info","20"
"20260616","desktop","add_to_cart","24"
"20260616","desktop","begin_checkout","37"
"20260616","desktop","signup","5"
"20260616","desktop","view_item","1275"
"20260616","mobile","add_payment_info","2"
"20260616","mobile","add_shipping_info","8"
"20260616","mobile","add_to_cart","303"
"20260616","mobile","begin_checkout","41"
"20260616","mobile","signup","49"
"20260616","mobile","view_item","13707"
"20260616","tablet","signup","1"
"20260616","tablet","view_item","66"
"20260617","desktop","add_payment_info","5"
"20260617","desktop","add_shipping_info","5"
"20260617","desktop","add_to_cart","15"
"20260617","desktop","begin_checkout","12"
"20260617","desktop","purchase","2"
"20260617","desktop","signup","5"
"20260617","desktop","view_item","1660"
"20260617","mobile","add_payment_info","8"
"20260617","mobile","add_shipping_info","20"
"20260617","mobile","add_to_cart","407"
"20260617","mobile","begin_checkout","62"
"20260617","mobile","purchase","2"
"20260617","mobile","signup","53"
"20260617","mobile","view_item","13809"
"20260617","tablet","view_item","43"
"20260618","desktop","add_shipping_info","1"
"20260618","desktop","add_to_cart","4"
"20260618","desktop","begin_checkout","1"
"20260618","desktop","view_item","1426"
"20260618","mobile","add_payment_info","3"
"20260618","mobile","add_shipping_info","5"
"20260618","mobile","add_to_cart","293"
"20260618","mobile","begin_checkout","31"
"20260618","mobile","signup","61"
"20260618","mobile","view_item","13735"
"20260618","tablet","view_item","38"
"20260619","desktop","add_payment_info","4"
"20260619","desktop","add_shipping_info","8"
"20260619","desktop","add_to_cart","22"
"20260619","desktop","begin_checkout","12"
"20260619","desktop","signup","4"
"20260619","desktop","view_item","1595"
"20260619","mobile","add_payment_info","9"
"20260619","mobile","add_shipping_info","14"
"20260619","mobile","add_to_cart","299"
"20260619","mobile","begin_checkout","30"
"20260619","mobile","purchase","5"
"20260619","mobile","signup","61"
"20260619","mobile","view_item","14081"
"20260619","tablet","add_to_cart","1"
"20260619","tablet","begin_checkout","2"
"20260619","tablet","view_item","36"
"20260620","desktop","add_payment_info","1"
"20260620","desktop","add_shipping_info","1"
"20260620","desktop","add_to_cart","8"
"20260620","desktop","begin_checkout","5"
"20260620","desktop","signup","4"
"20260620","desktop","view_item","1681"
"20260620","mobile","add_payment_info","5"
"20260620","mobile","add_shipping_info","8"
"20260620","mobile","add_to_cart","252"
"20260620","mobile","begin_checkout","35"
"20260620","mobile","signup","44"
"20260620","mobile","view_item","13461"
"20260620","tablet","view_item","46"
"20260621","desktop","add_payment_info","1"
"20260621","desktop","add_shipping_info","3"
"20260621","desktop","add_to_cart","13"
"20260621","desktop","begin_checkout","5"
"20260621","desktop","purchase","1"
"20260621","desktop","view_item","1272"
"20260621","mobile","add_payment_info","4"
"20260621","mobile","add_shipping_info","13"
"20260621","mobile","add_to_cart","275"
"20260621","mobile","begin_checkout","29"
"20260621","mobile","purchase","2"
"20260621","mobile","signup","50"
"20260621","mobile","view_item","13262"
"20260621","tablet","view_item","25"
"20260622","desktop","add_shipping_info","3"
"20260622","desktop","add_to_cart","10"
"20260622","desktop","begin_checkout","12"
"20260622","desktop","signup","1"
"20260622","desktop","view_item","1727"
"20260622","mobile","add_payment_info","4"
"20260622","mobile","add_shipping_info","7"
"20260622","mobile","add_to_cart","353"
"20260622","mobile","begin_checkout","26"
"20260622","mobile","signup","45"
"20260622","mobile","view_item","12220"
"20260622","tablet","view_item","23"
"20260623","desktop","add_shipping_info","1"
"20260623","desktop","add_to_cart","11"
"20260623","desktop","begin_checkout","5"
"20260623","desktop","signup","2"
"20260623","desktop","view_item","1383"
"20260623","mobile","add_payment_info","11"
"20260623","mobile","add_shipping_info","19"
"20260623","mobile","add_to_cart","435"
"20260623","mobile","begin_checkout","52"
"20260623","mobile","purchase","4"
"20260623","mobile","signup","41"
"20260623","mobile","view_item","11262"
"20260623","tablet","view_item","20"
"20260624","desktop","add_payment_info","1"
"20260624","desktop","add_shipping_info","1"
"20260624","desktop","add_to_cart","9"
"20260624","desktop","begin_checkout","3"
"20260624","desktop","purchase","1"
"20260624","desktop","signup","1"
"20260624","desktop","view_item","1580"
"20260624","mobile","add_payment_info","6"
"20260624","mobile","add_shipping_info","33"
"20260624","mobile","add_to_cart","306"
"20260624","mobile","begin_checkout","36"
"20260624","mobile","purchase","2"
"20260624","mobile","signup","44"
"20260624","mobile","view_item","11890"
"20260624","tablet","view_item","32"
"20260625","desktop","add_payment_info","4"
"20260625","desktop","add_shipping_info","9"
"20260625","desktop","add_to_cart","17"
"20260625","desktop","begin_checkout","17"
"20260625","desktop","purchase","1"
"20260625","desktop","signup","5"
"20260625","desktop","view_item","1971"
"20260625","mobile","add_payment_info","3"
"20260625","mobile","add_shipping_info","9"
"20260625","mobile","add_to_cart","322"
"20260625","mobile","begin_checkout","25"
"20260625","mobile","purchase","1"
"20260625","mobile","signup","36"
"20260625","mobile","view_item","13319"
"20260625","tablet","view_item","61"
"20260626","desktop","add_payment_info","1"
"20260626","desktop","add_shipping_info","1"
"20260626","desktop","add_to_cart","12"
"20260626","desktop","begin_checkout","7"
"20260626","desktop","signup","4"
"20260626","desktop","view_item","1863"
"20260626","mobile","add_payment_info","6"
"20260626","mobile","add_shipping_info","11"
"20260626","mobile","add_to_cart","416"
"20260626","mobile","begin_checkout","29"
"20260626","mobile","signup","50"
"20260626","mobile","view_item","13541"
"20260626","tablet","add_to_cart","2"
"20260626","tablet","view_item","51"
"20260627","desktop","add_payment_info","2"
"20260627","desktop","add_shipping_info","3"
"20260627","desktop","add_to_cart","9"
"20260627","desktop","begin_checkout","6"
"20260627","desktop","signup","6"
"20260627","desktop","view_item","1254"
"20260627","mobile","add_payment_info","9"
"20260627","mobile","add_shipping_info","32"
"20260627","mobile","add_to_cart","402"
"20260627","mobile","begin_checkout","39"
"20260627","mobile","purchase","2"
"20260627","mobile","signup","47"
"20260627","mobile","view_item","13680"
"20260627","tablet","add_to_cart","1"
"20260627","tablet","view_item","39"
"20260628","desktop","add_to_cart","3"
"20260628","desktop","signup","1"
"20260628","desktop","view_item","572"
"20260628","mobile","add_payment_info","5"
"20260628","mobile","add_shipping_info","11"
"20260628","mobile","add_to_cart","498"
"20260628","mobile","begin_checkout","35"
"20260628","mobile","signup","52"
"20260628","mobile","view_item","14300"
"20260628","tablet","view_item","23"
"20260629","desktop","add_payment_info","2"
"20260629","desktop","add_shipping_info","8"
"20260629","desktop","add_to_cart","16"
"20260629","desktop","begin_checkout","20"
"20260629","desktop","signup","1"
"20260629","desktop","view_item","1292"
"20260629","mobile","add_payment_info","4"
"20260629","mobile","add_shipping_info","7"
"20260629","mobile","add_to_cart","349"
"20260629","mobile","begin_checkout","27"
"20260629","mobile","purchase","1"
"20260629","mobile","signup","53"
"20260629","mobile","view_item","11529"
"20260629","tablet","view_item","27"
"20260630","desktop","add_shipping_info","3"
"20260630","desktop","add_to_cart","17"
"20260630","desktop","begin_checkout","6"
"20260630","desktop","signup","5"
"20260630","desktop","view_item","1595"
"20260630","mobile","add_payment_info","2"
"20260630","mobile","add_shipping_info","9"
"20260630","mobile","add_to_cart","396"
"20260630","mobile","begin_checkout","29"
"20260630","mobile","purchase","1"
"20260630","mobile","signup","46"
"20260630","mobile","view_item","12654"
"20260630","tablet","add_to_cart","1"
"20260630","tablet","view_item","32"
"20260701","desktop","add_payment_info","1"
"20260701","desktop","add_shipping_info","4"
"20260701","desktop","add_to_cart","19"
"20260701","desktop","begin_checkout","20"
"20260701","desktop","signup","5"
"20260701","desktop","view_item","2289"
"20260701","mobile","add_payment_info","10"
"20260701","mobile","add_shipping_info","20"
"20260701","mobile","add_to_cart","383"
"20260701","mobile","begin_checkout","58"
"20260701","mobile","purchase","4"
"20260701","mobile","signup","44"
"20260701","mobile","view_item","12159"
"20260701","tablet","view_item","20"
"20260702","desktop","add_payment_info","4"
"20260702","desktop","add_shipping_info","5"
"20260702","desktop","add_to_cart","18"
"20260702","desktop","begin_checkout","7"
"20260702","desktop","signup","3"
"20260702","desktop","view_item","1381"
"20260702","mobile","add_payment_info","6"
"20260702","mobile","add_shipping_info","16"
"20260702","mobile","add_to_cart","362"
"20260702","mobile","begin_checkout","24"
"20260702","mobile","purchase","1"
"20260702","mobile","signup","37"
"20260702","mobile","view_item","12550"
"20260702","tablet","view_item","43"
"20260703","desktop","add_payment_info","2"
"20260703","desktop","add_shipping_info","4"
"20260703","desktop","add_to_cart","22"
"20260703","desktop","begin_checkout","15"
"20260703","desktop","signup","4"
"20260703","desktop","view_item","1779"
"20260703","mobile","add_payment_info","4"
"20260703","mobile","add_shipping_info","9"
"20260703","mobile","add_to_cart","389"
"20260703","mobile","begin_checkout","31"
"20260703","mobile","purchase","1"
"20260703","mobile","signup","45"
"20260703","mobile","view_item","13011"
"20260703","tablet","view_item","37"
"20260704","desktop","add_shipping_info","1"
"20260704","desktop","add_to_cart","5"
"20260704","desktop","begin_checkout","3"
"20260704","desktop","signup","2"
"20260704","desktop","view_item","1099"
"20260704","mobile","add_payment_info","10"
"20260704","mobile","add_shipping_info","15"
"20260704","mobile","add_to_cart","378"
"20260704","mobile","begin_checkout","34"
"20260704","mobile","purchase","3"
"20260704","mobile","signup","51"
"20260704","mobile","view_item","12229"
"20260704","tablet","view_item","24"
"20260705","desktop","add_shipping_info","1"
"20260705","desktop","add_to_cart","3"
"20260705","desktop","begin_checkout","2"
"20260705","desktop","signup","2"
"20260705","desktop","view_item","425"
"20260705","mobile","add_shipping_info","9"
"20260705","mobile","add_to_cart","334"
"20260705","mobile","begin_checkout","30"
"20260705","mobile","signup","45"
"20260705","mobile","view_item","13194"
"20260705","tablet","view_item","33"
"20260706","desktop","add_payment_info","2"
"20260706","desktop","add_shipping_info","3"
"20260706","desktop","add_to_cart","2"
"20260706","desktop","begin_checkout","12"
"20260706","desktop","signup","2"
"20260706","desktop","view_item","779"
"20260706","mobile","add_payment_info","1"
"20260706","mobile","add_shipping_info","3"
"20260706","mobile","add_to_cart","389"
"20260706","mobile","begin_checkout","22"
"20260706","mobile","purchase","1"
"20260706","mobile","signup","42"
"20260706","mobile","view_item","11837"
"20260706","tablet","view_item","37"
"20260707","desktop","add_payment_info","6"
"20260707","desktop","add_shipping_info","4"
"20260707","desktop","add_to_cart","16"
"20260707","desktop","begin_checkout","5"
"20260707","desktop","signup","3"
"20260707","desktop","view_item","1031"
"20260707","mobile","add_payment_info","5"
"20260707","mobile","add_shipping_info","9"
"20260707","mobile","add_to_cart","354"
"20260707","mobile","begin_checkout","32"
"20260707","mobile","purchase","1"
"20260707","mobile","signup","34"
"20260707","mobile","view_item","12127"
"20260707","tablet","begin_checkout","2"
"20260707","tablet","signup","1"
"20260707","tablet","view_item","31"
"20260708","desktop","add_payment_info","7"
"20260708","desktop","add_shipping_info","13"
"20260708","desktop","add_to_cart","32"
"20260708","desktop","begin_checkout","33"
"20260708","desktop","signup","1"
"20260708","desktop","view_item","1711"
"20260708","mobile","add_payment_info","7"
"20260708","mobile","add_shipping_info","9"
"20260708","mobile","add_to_cart","356"
"20260708","mobile","begin_checkout","34"
"20260708","mobile","signup","46"
"20260708","mobile","view_item","13009"
"20260708","tablet","add_to_cart","1"
"20260708","tablet","view_item","43"
"20260709","desktop","add_payment_info","1"
"20260709","desktop","add_shipping_info","3"
"20260709","desktop","add_to_cart","14"
"20260709","desktop","begin_checkout","6"
"20260709","desktop","purchase","1"
"20260709","desktop","signup","7"
"20260709","desktop","view_item","2142"
"20260709","mobile","add_payment_info","11"
"20260709","mobile","add_shipping_info","17"
"20260709","mobile","add_to_cart","313"
"20260709","mobile","begin_checkout","45"
"20260709","mobile","purchase","1"
"20260709","mobile","signup","55"
"20260709","mobile","view_item","15082"
"20260709","tablet","add_to_cart","3"
"20260709","tablet","view_item","55"
"20260710","desktop","add_payment_info","4"
"20260710","desktop","add_shipping_info","8"
"20260710","desktop","add_to_cart","52"
"20260710","desktop","begin_checkout","54"
"20260710","desktop","signup","2"
"20260710","desktop","view_item","1352"
"20260710","mobile","add_payment_info","9"
"20260710","mobile","add_shipping_info","14"
"20260710","mobile","add_to_cart","331"
"20260710","mobile","begin_checkout","35"
"20260710","mobile","signup","46"
"20260710","mobile","view_item","14093"
"20260710","tablet","view_item","67"
"20260711","desktop","add_payment_info","3"
"20260711","desktop","add_shipping_info","6"
"20260711","desktop","add_to_cart","16"
"20260711","desktop","begin_checkout","21"
"20260711","desktop","purchase","1"
"20260711","desktop","signup","3"
"20260711","desktop","view_item","1054"
"20260711","mobile","add_payment_info","6"
"20260711","mobile","add_shipping_info","8"
"20260711","mobile","add_to_cart","303"
"20260711","mobile","begin_checkout","18"
"20260711","mobile","signup","50"
"20260711","mobile","view_item","13782"
"20260711","tablet","add_to_cart","2"
"20260711","tablet","view_item","39"
"20260712","desktop","add_to_cart","6"
"20260712","desktop","begin_checkout","1"
"20260712","desktop","signup","1"
"20260712","desktop","view_item","557"
"20260712","mobile","add_payment_info","25"
"20260712","mobile","add_shipping_info","23"
"20260712","mobile","add_to_cart","320"
"20260712","mobile","begin_checkout","43"
"20260712","mobile","signup","50"
"20260712","mobile","view_item","15190"
"20260712","tablet","view_item","26"
"20260713","desktop","add_payment_info","4"
"20260713","desktop","add_shipping_info","16"
"20260713","desktop","add_to_cart","26"
"20260713","desktop","begin_checkout","36"
"20260713","desktop","signup","8"
"20260713","desktop","view_item","5260"
"20260713","mobile","add_payment_info","29"
"20260713","mobile","add_shipping_info","22"
"20260713","mobile","add_to_cart","317"
"20260713","mobile","begin_checkout","46"
"20260713","mobile","purchase","1"
"20260713","mobile","signup","33"
"20260713","mobile","view_item","13617"
"20260713","tablet","view_item","21"
"20260714","desktop","add_payment_info","4"
"20260714","desktop","add_shipping_info","10"
"20260714","desktop","add_to_cart","20"
"20260714","desktop","begin_checkout","21"
"20260714","desktop","purchase","2"
"20260714","desktop","signup","3"
"20260714","desktop","view_item","4418"
"20260714","mobile","add_payment_info","4"
"20260714","mobile","add_shipping_info","9"
"20260714","mobile","add_to_cart","305"
"20260714","mobile","begin_checkout","26"
"20260714","mobile","signup","38"
"20260714","mobile","view_item","13880"
"20260714","tablet","view_item","41"
"20260715","desktop","add_shipping_info","9"
"20260715","desktop","add_to_cart","62"
"20260715","desktop","begin_checkout","83"
"20260715","desktop","signup","2"
"20260715","desktop","view_item","2684"
"20260715","mobile","add_payment_info","24"
"20260715","mobile","add_shipping_info","37"
"20260715","mobile","add_to_cart","341"
"20260715","mobile","begin_checkout","76"
"20260715","mobile","purchase","3"
"20260715","mobile","signup","39"
"20260715","mobile","view_item","14026"
"20260715","tablet","view_item","22"
"20260716","desktop","add_payment_info","15"
"20260716","desktop","add_shipping_info","15"
"20260716","desktop","add_to_cart","25"
"20260716","desktop","begin_checkout","35"
"20260716","desktop","signup","6"
"20260716","desktop","view_item","1797"
"20260716","mobile","add_payment_info","53"
"20260716","mobile","add_shipping_info","56"
"20260716","mobile","add_to_cart","380"
"20260716","mobile","begin_checkout","89"
"20260716","mobile","purchase","2"
"20260716","mobile","signup","59"
"20260716","mobile","view_item","14373"
"20260716","tablet","view_item","22"
"20260717","desktop","add_payment_info","7"
"20260717","desktop","add_shipping_info","9"
"20260717","desktop","add_to_cart","47"
"20260717","desktop","begin_checkout","22"
"20260717","desktop","purchase","1"
"20260717","desktop","signup","4"
"20260717","desktop","view_item","1596"
"20260717","mobile","add_payment_info","23"
"20260717","mobile","add_shipping_info","81"
"20260717","mobile","add_to_cart","439"
"20260717","mobile","begin_checkout","95"
"20260717","mobile","purchase","1"
"20260717","mobile","signup","57"
"20260717","mobile","view_item","15430"
"20260717","tablet","view_item","32"
"20260718","desktop","add_payment_info","2"
"20260718","desktop","add_shipping_info","8"
"20260718","desktop","add_to_cart","15"
"20260718","desktop","begin_checkout","20"
"20260718","desktop","signup","3"
"20260718","desktop","view_item","1168"
"20260718","mobile","add_payment_info","5"
"20260718","mobile","add_shipping_info","16"
"20260718","mobile","add_to_cart","385"
"20260718","mobile","begin_checkout","38"
"20260718","mobile","signup","52"
"20260718","mobile","view_item","14863"
"20260718","tablet","view_item","17"
"20260719","desktop","add_payment_info","4"
"20260719","desktop","add_shipping_info","4"
"20260719","desktop","add_to_cart","10"
"20260719","desktop","begin_checkout","7"
"20260719","desktop","signup","2"
"20260719","desktop","view_item","608"
"20260719","mobile","add_payment_info","4"
"20260719","mobile","add_shipping_info","20"
"20260719","mobile","add_to_cart","424"
"20260719","mobile","begin_checkout","45"
"20260719","mobile","purchase","2"
"20260719","mobile","signup","62"
"20260719","mobile","view_item","16800"
"20260719","tablet","view_item","27"
"20260720","desktop","add_payment_info","4"
"20260720","desktop","add_shipping_info","10"
"20260720","desktop","add_to_cart","16"
"20260720","desktop","begin_checkout","15"
"20260720","desktop","purchase","2"
"20260720","desktop","signup","4"
"20260720","desktop","view_item","1161"
"20260720","mobile","add_payment_info","9"
"20260720","mobile","add_shipping_info","17"
"20260720","mobile","add_to_cart","410"
"20260720","mobile","begin_checkout","37"
"20260720","mobile","purchase","3"
"20260720","mobile","signup","63"
"20260720","mobile","view_item","15041"
"20260720","tablet","view_item","33"
"20260721","desktop","add_payment_info","3"
"20260721","desktop","add_shipping_info","5"
"20260721","desktop","add_to_cart","13"
"20260721","desktop","begin_checkout","8"
"20260721","desktop","purchase","1"
"20260721","desktop","signup","2"
"20260721","desktop","view_item","1718"
"20260721","mobile","add_payment_info","5"
"20260721","mobile","add_shipping_info","12"
"20260721","mobile","add_to_cart","438"
"20260721","mobile","begin_checkout","35"
"20260721","mobile","purchase","1"
"20260721","mobile","signup","41"
"20260721","mobile","view_item","14844"
"20260721","tablet","signup","1"
"20260721","tablet","view_item","42"
"20260722","desktop","add_to_cart","6"
"20260722","desktop","begin_checkout","1"
"20260722","desktop","signup","3"
"20260722","desktop","view_item","1494"
"20260722","mobile","add_payment_info","3"
"20260722","mobile","add_shipping_info","6"
"20260722","mobile","add_to_cart","382"
"20260722","mobile","begin_checkout","33"
"20260722","mobile","purchase","2"
"20260722","mobile","signup","57"
"20260722","mobile","view_item","15958"
"20260722","tablet","view_item","22"
"20260723","desktop","add_payment_info","2"
"20260723","desktop","add_shipping_info","3"
"20260723","desktop","add_to_cart","9"
"20260723","desktop","begin_checkout","12"
"20260723","desktop","signup","4"
"20260723","desktop","view_item","2172"
"20260723","mobile","add_payment_info","5"
"20260723","mobile","add_shipping_info","5"
"20260723","mobile","add_to_cart","344"
"20260723","mobile","begin_checkout","24"
"20260723","mobile","purchase","1"
"20260723","mobile","signup","47"
"20260723","mobile","view_item","14623"
"20260723","tablet","view_item","46"
"20260724","desktop","add_payment_info","3"
